ip,classification,Harmless,Malicious,Suspicious,ASN
180.104.90.150,malicious,63,1,1,4134
59.103.203.115,malicious,64,1,1,136525
46.100.199.223,malicious,64,0,1,58224
103.228.112.122,malicious,61,2,3,58640
117.241.115.199,malicious,64,0,1,9829
117.195.36.23,malicious,64,0,1,9829
80.70.111.81,malicious,63,1,2,34351
122.177.167.117,malicious,64,0,1,24560
180.75.254.243,malicious,64,0,1,4788
77.34.250.143,malicious,63,1,1,12389
201.93.197.186,malicious,63,1,1,27699
178.22.193.179,malicious,64,0,1,31724
120.59.180.156,malicious,64,0,1,17813
178.217.66.95,malicious,64,0,1,21087
117.242.249.23,malicious,63,1,1,9829
95.58.99.225,malicious,64,0,1,9198
14.175.61.202,malicious,64,0,1,45899
154.122.165.20,malicious,64,0,1,12455
190.99.94.176,malicious,62,2,1,6568
93.183.166.217,malicious,64,0,1,25374
59.92.50.153,malicious,63,1,1,9829
117.198.37.149,malicious,64,0,1,9829
185.62.190.225,malicious,64,0,1,47674
114.220.99.187,malicious,64,0,1,4134
171.226.176.8,malicious,63,0,2,7552
92.36.134.175,malicious,63,0,2,9146
59.96.123.182,malicious,63,1,1,9829
201.208.145.53,malicious,64,0,1,8048
88.200.243.199,malicious,64,1,1,12389
59.178.157.94,malicious,64,0,1,9829
111.125.107.54,malicious,64,1,1,17639
14.189.26.93,malicious,64,1,1,45899
59.94.119.79,malicious,63,1,1,9829
59.97.128.108,malicious,62,1,1,9829
178.44.255.212,malicious,64,0,1,12389
178.44.150.3,malicious,64,1,1,12389
61.0.81.216,malicious,63,1,1,9829
59.94.237.21,malicious,64,0,1,9829
49.14.112.176,malicious,63,1,1,45271
171.242.90.15,malicious,62,4,1,7552
119.155.112.243,malicious,64,0,1,17557
31.163.250.118,malicious,64,0,1,12389
186.140.1.219,malicious,64,0,1,11315
117.220.140.190,malicious,64,0,1,9829
186.142.1.202,malicious,65,1,1,11315
79.126.109.21,malicious,64,0,1,12389
27.7.218.101,malicious,64,0,1,17488
186.23.135.54,malicious,60,4,1,27747
95.58.48.226,malicious,64,0,1,9198
94.242.145.249,malicious,64,0,1,15468
62.38.14.31,malicious,64,0,1,3329
59.97.229.71,malicious,64,0,1,9829
200.93.100.115,malicious,64,0,1,8048
154.118.3.30,malicious,63,1,1,37340
27.79.128.45,malicious,64,1,1,7552
117.253.241.81,malicious,64,0,1,9829
49.205.142.232,malicious,64,0,1,24309
95.71.246.224,malicious,64,1,1,12389
80.234.98.105,malicious,64,1,1,12389
126.36.49.111,malicious,60,6,2,17676
59.103.215.95,malicious,64,1,1,136525
77.37.142.17,malicious,64,0,1,42610
117.197.15.0,malicious,64,0,1,9829
92.47.171.224,malicious,64,0,2,9198
182.185.239.50,malicious,64,0,1,17557
37.114.183.76,malicious,64,0,1,44725
91.234.136.81,malicious,63,1,1,197218
190.109.229.197,malicious,54,14,1,52495
113.184.83.50,malicious,64,0,1,45899
180.253.49.103,malicious,63,1,1,7713
59.96.187.56,malicious,64,0,1,9829
117.247.167.73,malicious,64,0,1,9829
59.94.118.187,malicious,63,1,1,9829
120.59.182.173,malicious,64,0,1,17813
59.94.117.110,malicious,63,1,1,9829
117.214.248.137,malicious,64,0,1,9829
117.242.249.16,malicious,64,0,1,9829
139.5.231.220,malicious,64,1,1,45775
80.234.63.130,malicious,64,1,1,12389
80.234.116.212,malicious,64,1,1,12389
171.226.91.40,malicious,63,2,1,7552
59.93.247.70,malicious,64,1,1,9829
106.66.7.40,malicious,64,0,1,
59.103.206.29,malicious,64,1,1,136525
62.84.47.11,malicious,64,0,1,39824
94.242.149.69,malicious,62,3,2,15468
59.92.159.98,malicious,64,0,1,9829
182.187.114.176,malicious,63,1,1,17557
14.175.49.175,malicious,63,0,1,45899
59.103.213.26,malicious,64,1,1,136525
113.160.5.34,malicious,62,2,1,45899
178.214.188.69,malicious,64,0,1,39728
77.40.46.125,malicious,58,8,2,12389
117.208.188.223,malicious,64,0,1,9829
5.232.108.5,malicious,64,0,1,58224
94.127.201.216,malicious,63,1,1,39264
186.140.0.166,malicious,64,0,1,11315
59.99.9.156,malicious,64,0,1,9829
186.140.0.107,malicious,64,0,1,11315
181.82.237.118,malicious,64,0,1,7303
92.47.172.168,malicious,63,1,1,9198
14.168.57.53,malicious,64,0,1,45899
117.197.165.176,malicious,64,0,1,9829
2.134.20.226,malicious,64,0,1,9198
95.57.56.81,malicious,64,0,1,9198
59.94.76.82,malicious,64,0,1,9829
116.55.183.80,malicious,62,1,1,4134
117.205.144.252,malicious,64,0,1,9829
95.71.254.165,malicious,64,1,1,12389
95.71.159.69,malicious,64,1,1,12389
120.59.185.167,malicious,63,1,1,17813
80.234.71.151,malicious,64,1,1,12389
80.234.55.10,malicious,64,1,1,12389
117.197.8.86,malicious,61,4,1,9829
117.195.41.181,malicious,64,1,1,9829
101.13.1.53,malicious,60,6,3,24158
110.180.139.179,malicious,64,0,1,4134
188.16.102.32,malicious,64,1,1,12389
120.57.121.119,malicious,64,0,1,17813
94.242.149.208,malicious,62,3,3,15468
111.88.40.207,malicious,64,1,1,132165
88.241.185.30,malicious,64,0,1,9121
92.49.187.99,malicious,64,1,1,12389
124.43.70.178,malicious,56,10,2,9329
200.223.147.114,malicious,63,2,1,7738
89.144.135.149,malicious,64,0,1,39308
190.50.90.43,malicious,64,0,1,22927
111.14.148.6,malicious,64,0,1,24444
117.194.234.172,malicious,64,0,1,9829
120.59.214.9,malicious,64,0,1,17813
101.51.161.94,malicious,64,0,1,23969
117.197.164.190,malicious,64,0,1,9829
117.194.202.54,malicious,64,0,1,9829
213.242.25.194,malicious,64,0,1,12389
120.57.16.11,malicious,64,0,1,17813
202.153.35.146,malicious,64,0,1,17754
59.94.118.91,malicious,63,1,1,9829
14.181.42.9,malicious,64,0,1,45899
59.94.238.13,malicious,64,0,1,9829
178.46.21.20,malicious,63,1,1,12389
117.215.197.150,malicious,64,0,1,9829
77.35.232.223,malicious,63,0,2,12389
178.204.133.203,malicious,64,1,1,28840
106.76.17.39,malicious,64,0,1,45271
59.103.206.250,malicious,64,1,1,136525
46.63.152.101,malicious,64,1,1,12389
188.17.80.23,malicious,64,0,1,12389
117.195.65.198,malicious,64,1,1,9829
178.44.233.29,malicious,63,2,1,12389
217.175.13.7,malicious,62,2,1,25591
178.214.166.121,malicious,64,0,1,39728
80.70.109.241,malicious,64,1,2,34351
92.36.163.13,malicious,62,4,2,9146
59.103.211.140,malicious,64,1,1,136525
85.133.201.135,malicious,64,0,1,39074
121.238.138.131,malicious,63,0,2,4134
78.25.149.245,malicious,64,0,1,39493
117.198.36.56,malicious,64,0,1,9829
198.1.81.28,malicious,63,0,1,46606
59.94.116.235,malicious,64,0,1,9829
117.242.32.82,malicious,63,1,1,9829
59.95.14.8,malicious,64,0,1,9829
194.44.83.152,malicious,64,0,1,3255
59.97.160.59,malicious,63,1,1,9829
59.103.209.111,malicious,64,1,1,136525
41.34.55.58,malicious,63,0,1,8452
117.242.253.204,malicious,64,0,1,9829
109.169.172.87,malicious,64,1,1,12389
109.169.229.153,malicious,64,1,1,12389
122.166.239.169,malicious,64,0,1,24560
95.81.202.214,malicious,63,1,1,12389
178.45.76.86,malicious,64,1,1,12389
59.103.199.83,malicious,64,0,1,136525
46.211.76.89,malicious,64,0,1,15895
27.79.15.159,malicious,64,1,1,7552
178.45.84.242,malicious,64,1,1,12389
59.95.17.149,malicious,64,0,1,9829
120.57.116.202,malicious,64,0,1,17813
178.45.201.164,malicious,64,1,1,12389
59.103.202.229,malicious,64,1,1,136525
59.92.51.61,malicious,64,0,1,9829
109.111.8.138,malicious,60,6,2,40993
111.88.38.10,malicious,64,1,1,132165
59.95.71.171,malicious,63,1,1,9829
59.94.119.7,malicious,64,0,1,9829
61.2.22.105,malicious,63,1,1,9829
5.235.249.85,malicious,64,0,1,58224
117.211.52.39,malicious,64,0,1,9829
116.74.84.210,malicious,64,0,1,17488
59.94.119.216,malicious,63,1,1,9829
59.178.169.255,malicious,64,0,1,9829
190.109.227.121,malicious,53,17,1,52495
59.88.58.95,malicious,63,0,1,9829
46.211.29.243,malicious,64,0,1,15895
78.178.49.7,malicious,64,0,1,47331
171.226.167.102,malicious,64,0,1,7552
82.114.232.181,malicious,63,3,1,44552
91.215.96.151,malicious,64,0,1,197556
31.23.250.202,malicious,64,0,1,12389
111.88.47.69,malicious,64,1,1,132165
114.234.245.157,malicious,64,0,1,4134
109.207.122.120,malicious,64,0,1,196740
109.169.201.194,malicious,64,1,1,12389
59.92.159.119,malicious,64,0,1,9829
111.88.47.174,malicious,64,1,1,132165
111.88.43.152,malicious,63,2,1,132165
117.242.248.194,malicious,64,0,1,9829
59.98.184.245,malicious,64,0,1,9829
117.196.105.202,malicious,64,0,1,9829
59.92.72.93,malicious,64,1,1,9829
39.33.90.195,malicious,64,0,1,17557
117.206.203.98,malicious,64,0,1,9829
178.91.161.160,malicious,64,0,1,9198
178.238.204.121,malicious,63,1,1,58224
178.44.222.101,malicious,62,2,1,12389
178.44.242.83,malicious,64,1,1,12389
31.40.65.98,malicious,64,0,1,50174
176.51.137.160,malicious,64,0,1,12389
117.204.168.36,malicious,64,0,1,9829
178.44.218.199,malicious,64,1,1,12389
59.94.76.58,malicious,64,0,1,9829
178.44.205.225,malicious,64,1,1,12389
106.76.68.38,malicious,64,0,1,45271
41.78.26.94,malicious,62,1,1,37156
117.92.119.58,malicious,57,9,1,4134
218.3.197.105,malicious,64,0,1,4134
178.44.235.244,malicious,64,0,1,12389
41.129.38.131,malicious,64,1,1,24863
43.230.37.137,malicious,64,0,1,132974
178.95.130.120,malicious,56,12,1,6849
188.16.50.46,malicious,63,1,1,12389
179.107.60.207,malicious,64,1,1,262346
46.255.148.214,malicious,64,0,1,47394
190.141.58.158,malicious,64,0,1,18809
117.205.149.229,malicious,64,0,1,9829
117.212.160.189,malicious,56,10,1,9829
31.59.201.164,malicious,63,1,1,58224
154.118.36.30,malicious,64,0,1,37340
59.92.72.39,malicious,64,0,1,9829
122.179.106.26,malicious,64,0,1,24560
46.109.159.252,malicious,64,0,1,12578
117.214.1.102,malicious,64,0,1,9829
93.183.166.248,malicious,64,0,1,25374
109.169.147.202,malicious,64,0,1,12389
117.198.39.49,malicious,64,0,1,9829
117.214.152.178,malicious,64,0,1,9829
117.197.172.150,malicious,60,5,1,9829
59.93.9.213,malicious,64,0,1,9829
49.72.187.130,malicious,64,1,1,4134
109.230.220.58,malicious,64,0,1,25369
89.46.217.35,malicious,56,11,3,207724
59.103.211.252,malicious,64,0,1,136525
178.238.204.205,malicious,64,0,1,58224
178.45.195.81,malicious,64,1,1,12389
178.45.194.10,malicious,64,1,1,12389
178.45.44.104,malicious,64,1,1,12389
178.45.39.189,malicious,64,1,1,12389
87.116.132.88,malicious,64,0,1,31042
106.78.52.125,malicious,64,0,1,45271
59.103.210.249,malicious,64,1,1,136525
117.194.201.137,malicious,64,0,1,9829
46.152.213.99,malicious,62,1,2,35819
200.84.243.66,malicious,64,0,1,8048
59.99.34.175,malicious,62,3,1,9829
81.163.150.144,malicious,64,0,1,47694
117.204.172.209,malicious,63,0,1,9829
95.84.7.121,malicious,64,0,1,12389
2.133.36.81,malicious,64,0,1,9198
117.253.245.189,malicious,62,0,2,9829
2.133.39.179,malicious,64,1,1,9198
121.41.106.3,malicious,55,8,1,37963
2.92.226.132,malicious,63,1,2,8402
117.211.52.49,malicious,63,0,2,9829
111.88.35.240,malicious,64,1,1,132165
91.215.96.208,malicious,64,0,1,197556
91.215.96.92,malicious,63,2,1,197556
186.23.223.32,malicious,64,0,1,27747
79.113.203.137,malicious,64,1,1,8708
178.44.197.10,malicious,64,1,1,12389
190.236.202.169,malicious,63,3,1,6147
178.45.46.248,malicious,64,1,1,12389
111.88.47.231,malicious,64,1,1,132165
182.182.34.29,malicious,64,0,1,17557
182.182.18.7,malicious,64,0,1,17557
189.41.10.217,malicious,64,0,1,53006
85.106.231.144,malicious,64,1,1,47331
95.57.28.74,malicious,64,0,1,9198
178.91.160.167,malicious,64,0,1,9198
120.57.121.177,malicious,64,0,1,17813
171.243.44.250,malicious,62,4,2,7552
59.95.212.115,malicious,64,0,1,9829
93.91.120.220,malicious,64,0,1,47562
178.90.170.46,malicious,64,0,1,9198
117.197.155.61,malicious,64,0,1,9829
59.91.184.167,malicious,63,0,1,9829
181.82.227.73,malicious,64,0,1,7303
178.206.146.222,malicious,64,1,1,28840
95.57.28.147,malicious,64,0,1,9198
201.240.148.34,malicious,64,0,1,6147
59.95.16.211,malicious,64,0,1,9829
61.2.98.150,malicious,64,0,1,9829
201.105.24.61,malicious,63,1,1,8151
41.43.41.71,malicious,63,2,1,8452
109.52.206.140,malicious,64,0,1,16232
119.152.229.0,malicious,64,0,1,136525
59.103.214.51,malicious,64,1,1,136525
117.254.29.54,malicious,64,0,1,9829
80.70.111.172,malicious,64,1,2,34351
109.169.156.223,malicious,64,1,1,12389
92.47.240.47,malicious,64,0,1,9198
59.178.44.202,malicious,63,1,1,9829
122.177.106.222,malicious,64,0,1,24560
124.31.107.82,malicious,64,0,1,4134
59.99.67.251,malicious,64,0,1,9829
59.99.9.230,malicious,64,0,1,9829
117.221.253.35,malicious,64,0,1,9829
117.211.32.67,malicious,57,11,1,9829
59.178.44.238,malicious,63,0,2,9829
95.58.49.150,malicious,64,0,1,9198
92.47.170.92,malicious,64,0,1,9198
59.96.187.43,malicious,63,0,1,9829
59.99.9.241,malicious,64,0,1,9829
178.91.164.170,malicious,64,0,1,9198
2.132.18.122,malicious,64,0,1,9198
117.214.106.39,malicious,63,1,1,9829
176.240.16.254,malicious,64,0,1,47524
117.194.202.77,malicious,64,0,1,9829
49.81.65.238,malicious,63,1,1,4134
109.109.61.176,malicious,64,0,1,39308
117.216.9.150,malicious,63,1,1,9829
95.58.51.137,malicious,64,0,1,9198
1.38.122.9,malicious,63,0,1,38266
59.103.207.59,malicious,64,1,1,136525
123.173.90.115,malicious,60,4,2,4134
117.195.135.207,malicious,64,0,1,9829
109.169.222.172,malicious,64,0,1,12389
80.234.103.130,malicious,64,1,1,12389
117.205.102.214,malicious,64,0,1,9829
80.234.100.254,malicious,64,0,1,12389
109.169.137.118,malicious,64,1,1,12389
109.169.182.252,malicious,63,2,1,12389
117.194.196.203,malicious,63,1,1,9829
113.252.235.113,malicious,63,0,2,9304
223.29.224.209,malicious,64,1,1,150750
111.88.43.13,malicious,64,1,1,132165
59.178.4.170,malicious,64,0,1,9829
117.194.196.12,malicious,63,0,1,9829
92.47.238.178,malicious,61,4,1,9198
117.196.233.233,malicious,63,1,1,9829
219.84.181.241,malicious,64,0,1,18182
117.223.110.41,malicious,63,2,1,9829
117.215.205.196,malicious,64,0,1,9829
95.58.67.79,malicious,64,0,1,9198
117.194.201.127,malicious,64,0,1,9829
59.95.16.49,malicious,64,0,1,9829
95.58.103.210,malicious,64,0,1,9198
117.206.138.220,malicious,62,2,1,9829
91.145.225.164,malicious,64,0,1,34058
59.94.116.136,malicious,63,1,1,9829
117.194.203.6,malicious,64,0,1,9829
78.10.52.196,malicious,61,4,1,12741
1.22.216.244,malicious,64,0,1,45528
117.201.68.108,malicious,62,1,1,9829
117.194.207.75,malicious,64,0,1,9829
59.95.77.154,malicious,63,1,1,9829
201.27.163.104,malicious,62,1,1,27699
117.223.108.228,malicious,64,0,1,9829
111.88.35.47,malicious,63,1,1,132165
77.40.31.83,malicious,60,4,2,12389
46.29.234.122,malicious,62,4,3,207713
77.40.2.249,malicious,63,3,1,12389
103.215.224.134,malicious,64,0,1,23860
41.243.11.142,malicious,62,2,1,37020
59.103.212.233,malicious,64,1,1,136525
49.147.143.239,malicious,64,0,1,9299
95.32.187.38,malicious,56,11,2,12389
190.43.149.174,malicious,62,4,2,6147
41.200.195.197,malicious,63,1,1,36947
59.95.186.64,malicious,64,0,1,9829
59.97.200.107,malicious,63,1,1,9829
59.92.106.52,malicious,62,2,1,9829
5.235.206.248,malicious,64,0,1,58224
117.241.114.54,malicious,64,0,1,9829
59.95.17.233,malicious,64,0,1,9829
89.144.163.71,malicious,63,1,1,39308
59.97.161.33,malicious,64,0,1,9829
117.194.197.76,malicious,64,0,1,9829
92.47.244.71,malicious,63,2,1,9198
187.34.75.164,malicious,60,3,2,27699
154.118.4.141,malicious,64,0,1,37340
178.44.117.180,malicious,62,3,1,12389
201.242.79.155,malicious,64,0,1,8048
182.185.204.188,malicious,60,3,2,17557
111.88.35.20,malicious,64,1,1,132165
186.142.1.3,malicious,64,0,1,11315
117.196.194.16,malicious,64,0,1,9829
59.98.168.79,malicious,64,0,1,9829
92.36.166.162,malicious,59,6,3,9146
59.99.163.56,malicious,63,0,1,9829
109.169.170.18,malicious,64,1,1,12389
5.104.233.167,malicious,64,0,1,9198
188.187.23.40,malicious,61,2,2,51570
109.169.209.235,malicious,64,1,1,12389
117.194.201.21,malicious,64,0,1,9829
2.133.73.180,malicious,63,2,1,9198
178.214.167.11,malicious,62,2,1,39728
178.214.170.244,malicious,62,2,1,39728
178.91.166.165,malicious,62,2,1,9198
109.169.208.92,malicious,64,0,1,12389
178.44.171.118,malicious,64,1,1,12389
201.240.244.218,malicious,64,0,2,6147
103.28.245.11,malicious,63,1,1,24186
27.69.177.217,malicious,64,0,1,7552
117.197.5.60,malicious,63,0,1,9829
59.103.204.6,malicious,64,0,1,136525
213.242.4.229,malicious,64,0,1,12389
117.201.68.185,malicious,64,0,1,9829
120.57.119.102,malicious,64,0,1,17813
59.92.72.111,malicious,57,8,1,9829
93.91.120.249,malicious,63,1,1,47562
41.236.175.99,malicious,63,1,1,8452
59.178.44.56,malicious,62,3,1,9829
117.253.242.85,malicious,64,0,1,9829
122.177.220.191,malicious,64,0,1,24560
117.197.155.246,malicious,64,0,1,9829
178.214.167.93,malicious,62,2,1,39728
182.99.191.80,malicious,64,0,1,4134
120.57.124.183,malicious,64,0,1,17813
117.255.234.207,malicious,64,0,1,9829
120.59.176.101,malicious,63,1,1,17813
27.6.216.165,malicious,64,0,1,17488
171.229.95.163,malicious,64,0,1,7552
95.57.111.197,malicious,64,0,1,9198
117.198.38.213,malicious,64,0,1,9829
111.88.42.44,malicious,61,4,1,132165
189.6.233.54,malicious,65,1,1,28573
187.194.185.56,malicious,64,0,1,8151
59.103.198.198,malicious,64,1,1,136525
93.183.136.61,malicious,64,0,1,25374
36.37.204.236,malicious,64,0,1,38623
59.92.159.174,malicious,64,1,1,9829
59.99.9.5,malicious,64,0,1,9829
95.73.213.152,malicious,64,0,1,12389
89.44.130.230,malicious,64,0,1,58224
178.45.153.158,malicious,63,1,1,12389
178.45.95.35,malicious,64,1,1,12389
14.181.64.114,malicious,64,0,1,45899
186.142.1.225,malicious,64,0,1,11315
178.44.193.181,malicious,64,1,1,12389
109.199.243.18,malicious,63,3,2,25374
186.10.32.9,malicious,64,1,1,27651
176.59.148.227,malicious,64,0,1,41330
182.187.88.94,malicious,63,2,1,17557
41.40.160.193,malicious,64,0,1,8452
49.144.217.47,malicious,64,1,1,9299
117.207.188.236,malicious,64,0,1,9829
101.0.41.50,malicious,64,0,1,133661
79.165.136.7,malicious,60,6,2,8615
178.45.69.35,malicious,64,1,1,12389
178.77.148.162,malicious,62,4,1,42912
59.178.156.37,malicious,64,0,1,9829
120.29.88.136,malicious,64,0,1,17639
59.96.107.196,malicious,64,0,1,9829
92.47.239.18,malicious,63,0,1,9198
120.57.116.37,malicious,62,0,1,17813
36.33.28.64,malicious,64,0,1,140726
117.205.221.142,malicious,64,0,1,9829
117.214.13.98,malicious,64,0,1,9829
77.34.81.1,malicious,64,0,1,12389
59.178.145.183,malicious,64,0,1,9829
193.30.251.62,malicious,64,0,1,39377
178.238.204.228,malicious,64,0,1,58224
14.176.53.154,malicious,63,1,1,45899
46.158.197.190,malicious,64,1,1,12389
151.30.212.204,malicious,64,0,1,1267
186.141.1.222,malicious,64,0,1,11315
178.44.223.209,malicious,64,1,1,12389
59.94.251.30,malicious,65,0,1,9829
88.200.234.164,malicious,64,1,1,12389
178.44.240.16,malicious,64,1,1,12389
178.44.153.59,malicious,64,1,1,12389
109.169.208.77,malicious,64,0,1,12389
109.207.120.39,malicious,64,0,1,196740
109.169.156.96,malicious,64,1,1,12389
109.169.220.116,malicious,64,1,1,12389
178.45.88.132,malicious,64,0,1,12389
176.59.168.211,malicious,64,0,1,12958
178.44.138.10,malicious,64,1,1,12389
117.194.197.133,malicious,64,0,1,9829
117.201.65.117,malicious,63,1,1,9829
46.21.82.245,malicious,64,0,1,39308
59.99.9.87,malicious,63,0,1,9829
59.178.156.59,malicious,64,0,1,9829
117.201.67.229,malicious,64,0,1,9829
117.196.233.143,malicious,64,0,1,9829
117.242.237.126,malicious,64,0,1,9829
59.92.44.246,malicious,56,8,1,9829
59.95.64.101,malicious,62,2,1,9829
178.45.43.36,malicious,65,0,1,12389
178.45.34.155,malicious,64,1,1,12389
178.44.219.3,malicious,64,1,1,12389
117.210.165.17,malicious,64,0,1,9829
46.72.77.90,malicious,63,2,1,12714
59.103.215.46,malicious,64,1,1,136525
113.170.128.191,malicious,64,0,1,45899
117.195.81.32,malicious,64,0,1,9829
111.88.46.207,malicious,64,1,1,132165
1.234.27.146,malicious,56,8,1,9318
95.173.0.188,malicious,64,0,1,20978
5.235.215.8,malicious,63,1,1,58224
113.254.163.145,malicious,62,2,3,9304
117.203.55.16,malicious,63,1,1,9829
117.214.245.51,malicious,63,1,1,9829
117.215.147.48,malicious,63,0,1,9829
117.203.217.233,malicious,64,0,1,9829
59.178.152.142,malicious,64,0,1,9829
113.175.55.182,malicious,63,1,1,45899
183.82.35.168,malicious,64,0,1,24309
109.125.161.138,malicious,64,0,1,49100
59.94.116.58,malicious,64,0,1,9829
109.108.32.248,malicious,64,0,1,12389
117.214.7.49,malicious,64,0,1,9829
2.182.177.17,malicious,63,0,1,58224
117.215.145.253,malicious,64,0,1,9829
95.58.98.177,malicious,64,0,1,9198
197.211.58.39,malicious,62,1,3,328309
123.28.94.85,malicious,63,1,1,45899
14.176.243.213,malicious,63,1,1,45899
59.94.73.3,malicious,64,0,1,9829
93.117.18.15,malicious,63,1,1,58224
111.88.46.219,malicious,64,1,1,132165
213.186.185.141,malicious,64,0,1,8376
113.175.122.26,malicious,63,1,1,45899
111.88.46.67,malicious,64,1,1,132165
190.237.89.237,malicious,63,0,2,6147
80.234.29.96,malicious,64,1,1,12389
43.247.41.52,malicious,64,0,1,132116
188.162.132.127,malicious,63,2,1,31163
222.254.52.16,malicious,63,1,1,45899
111.88.32.98,malicious,64,1,1,132165
178.44.194.74,malicious,64,1,1,12389
189.51.100.186,malicious,61,4,1,263349
91.214.63.245,malicious,63,1,2,200752
46.130.4.94,malicious,64,0,1,43733
117.220.204.61,malicious,63,1,1,9829
117.208.89.138,malicious,64,0,1,9829
59.97.160.43,malicious,64,0,1,9829
112.123.16.139,malicious,64,0,1,4837
197.6.129.89,malicious,64,0,1,327934
114.97.109.193,malicious,63,0,2,4134
14.182.160.120,malicious,64,0,1,45899
59.178.214.167,malicious,59,6,1,9829
117.206.119.81,malicious,62,1,2,9829
2.134.21.206,malicious,63,0,1,9198
111.123.71.135,malicious,64,0,1,4134
85.186.178.155,malicious,64,0,1,12302
197.255.204.73,malicious,64,0,1,37323
59.94.249.242,malicious,64,0,1,9829
115.171.249.195,malicious,64,0,1,4847
2.133.199.123,malicious,64,0,1,9198
178.214.160.30,malicious,62,1,2,39728
117.211.63.26,malicious,63,1,1,9829
178.214.180.112,malicious,62,1,2,39728
78.84.42.151,malicious,60,6,1,12578
59.98.123.115,malicious,64,0,1,9829
59.103.203.214,malicious,64,1,1,136525
109.169.242.233,malicious,64,1,1,12389
119.152.227.105,malicious,64,0,1,136525
178.45.91.34,malicious,64,1,1,12389
178.44.246.62,malicious,64,1,1,12389
178.44.145.82,malicious,64,1,1,12389
109.175.109.216,malicious,64,0,1,9146
188.190.86.39,malicious,64,0,1,31725
178.44.230.61,malicious,64,1,1,12389
178.45.154.207,malicious,64,1,1,12389
117.212.4.52,malicious,63,0,2,9829
59.103.215.180,malicious,64,1,1,136525
176.59.160.203,malicious,64,0,1,12958
94.176.161.148,malicious,61,5,3,211448
80.234.125.88,malicious,64,1,1,12389
178.44.242.239,malicious,63,2,1,12389
111.88.26.78,malicious,64,1,1,132165
117.212.41.95,malicious,64,0,1,9829
192.210.144.32,malicious,64,1,1,36352
27.6.204.59,malicious,62,4,1,17488
117.201.65.80,malicious,64,0,1,9829
178.45.192.227,malicious,64,1,1,12389
178.45.44.237,malicious,64,1,1,12389
111.88.27.226,malicious,64,1,1,132165
171.243.30.48,malicious,64,1,1,7552
117.196.234.197,malicious,63,1,1,9829
59.94.77.223,malicious,64,0,1,9829
31.25.110.12,malicious,64,0,1,48309
41.234.70.107,malicious,64,0,1,8452
59.94.118.245,malicious,63,1,1,9829
41.234.105.61,malicious,64,0,1,8452
39.43.101.65,malicious,64,0,1,17557
92.47.175.216,malicious,64,0,1,9198
92.47.222.215,malicious,64,0,1,9198
92.49.171.14,malicious,62,1,1,12389
117.214.243.171,malicious,64,0,1,9829
59.95.18.119,malicious,64,0,1,9829
59.94.117.199,malicious,64,0,1,9829
59.95.215.197,malicious,64,0,1,9829
117.212.12.133,malicious,64,1,1,9829
95.84.34.149,malicious,64,0,1,12389
2.134.29.170,malicious,63,0,1,9198
46.130.12.28,malicious,63,2,1,43733
46.158.7.112,malicious,64,0,1,12389
93.183.166.124,malicious,64,0,1,25374
59.92.159.244,malicious,63,1,1,9829
117.207.89.111,malicious,64,0,1,9829
5.238.201.30,malicious,64,0,1,58224
178.214.182.0,malicious,62,1,2,39728
39.45.93.193,malicious,64,0,1,17557
59.98.168.88,malicious,63,1,1,9829
2.133.33.240,malicious,64,0,1,9198
171.242.169.8,malicious,63,0,2,7552
59.103.210.204,malicious,64,1,1,136525
120.32.97.137,malicious,64,0,1,4134
2.176.117.58,malicious,64,0,1,58224
27.79.53.120,malicious,64,1,1,7552
117.192.213.12,malicious,64,0,1,9829
59.103.211.68,malicious,64,1,1,136525
171.224.88.222,malicious,64,1,1,7552
59.178.40.36,malicious,64,0,1,9829
176.113.245.236,malicious,62,1,2,39728
117.213.140.105,malicious,64,0,1,9829
103.36.78.100,malicious,64,0,1,133590
59.94.115.79,malicious,64,0,1,9829
117.195.135.190,malicious,64,0,1,9829
39.36.223.184,malicious,64,0,1,17557
78.10.53.5,malicious,63,1,2,12741
39.42.175.2,malicious,64,0,1,17557
2.132.8.218,malicious,64,0,1,9198
117.214.158.236,malicious,64,0,1,9829
59.103.214.56,malicious,64,1,1,136525
178.91.224.214,malicious,64,0,1,9198
183.83.211.69,malicious,64,0,1,18209
111.88.26.165,malicious,64,1,1,132165
111.88.34.201,malicious,64,0,1,132165
176.118.112.254,malicious,64,0,1,51153
117.201.77.128,malicious,63,1,1,9829
117.212.44.79,malicious,64,0,1,9829
190.133.129.34,malicious,57,8,2,6057
190.233.177.185,malicious,64,0,1,6147
41.239.146.12,malicious,64,0,1,8452
190.102.17.43,malicious,64,0,1,27734
59.95.17.109,malicious,64,0,1,9829
123.30.245.64,malicious,58,8,1,45899
59.178.10.46,malicious,64,0,1,9829
92.47.240.37,malicious,64,0,1,9198
117.242.116.59,malicious,63,1,1,9829
181.82.225.234,malicious,64,0,1,7303
117.211.63.197,malicious,64,0,1,9829
202.3.73.115,malicious,64,0,1,132754
190.40.8.142,malicious,63,2,1,6147
182.99.191.197,malicious,64,0,1,4134
79.164.106.108,malicious,63,0,1,8615
178.90.108.117,malicious,63,0,2,9198
37.150.107.250,malicious,64,0,1,9198
95.57.109.34,malicious,64,0,1,9198
2.180.23.189,malicious,62,2,1,58224
178.75.42.145,malicious,64,0,1,57044
176.106.156.118,malicious,63,1,1,48494
