ip,classification,Harmless,Malicious,Suspicious
103.35.114.7,malicious,63,1,0
103.35.142.86,malicious,56,10,0
103.38.182.138,malicious,59,5,2
103.40.123.18,malicious,60,6,1
103.43.18.241,malicious,61,5,1
103.45.105.188,malicious,61,6,1
103.45.162.165,malicious,61,6,1
103.45.232.194,malicious,0,0,0
103.45.246.42,malicious,53,12,1
103.45.247.206,malicious,0,0,0
103.48.191.195,malicious,57,9,1
103.53.211.5,malicious,58,6,2
103.56.160.127,malicious,0,0,0
103.56.17.4,malicious,61,5,1
103.56.235.50,malicious,63,1,0
103.56.61.130,malicious,59,8,0
103.56.61.132,malicious,54,14,1
103.56.61.139,malicious,53,14,1
103.56.61.144,malicious,52,16,0
103.59.149.92,malicious,56,11,1
103.60.196.175,malicious,0,0,0
103.61.75.141,malicious,57,9,0
103.71.252.194,malicious,66,0,1
103.72.169.105,malicious,62,6,1
103.72.169.219,malicious,62,3,2
103.73.75.194,malicious,63,1,2
103.75.180.250,malicious,59,6,0
103.76.139.254,malicious,58,9,1
103.77.11.179,malicious,62,4,2
103.77.172.30,malicious,60,8,0
103.77.172.37,malicious,62,5,0
103.77.174.45,malicious,62,4,1
103.78.228.102,malicious,57,12,1
103.80.112.243,malicious,0,0,0
103.81.84.128,malicious,0,0,0
103.82.26.199,malicious,63,4,1
103.83.144.161,malicious,54,12,0
103.83.179.26,malicious,61,5,2
103.83.95.82,malicious,61,4,1
103.84.250.122,malicious,63,2,0
103.84.250.7,malicious,0,0,0
103.86.132.220,malicious,0,0,0
103.87.27.26,malicious,59,7,1
103.89.90.174,malicious,60,5,2
103.97.244.231,malicious,58,8,1
103.98.152.33,malicious,59,6,1
104.129.20.189,malicious,62,2,2
104.129.6.239,malicious,60,4,0
104.131.128.11,malicious,60,8,0
104.131.128.19,malicious,63,5,0
104.131.128.21,malicious,59,10,0
104.131.128.22,malicious,56,11,0
104.131.128.26,malicious,63,5,0
104.131.128.33,malicious,58,12,0
104.131.128.37,malicious,64,6,0
104.131.128.38,malicious,59,9,1
104.131.128.39,malicious,60,8,0
104.131.144.10,malicious,61,6,0
104.131.144.12,malicious,62,5,0
104.131.144.16,malicious,63,6,0
104.131.144.21,malicious,57,13,0
104.131.144.23,malicious,57,12,0
104.131.144.24,malicious,59,9,0
104.131.144.26,malicious,60,9,0
104.131.144.28,malicious,59,9,0
104.131.144.29,malicious,62,8,1
104.131.144.30,malicious,57,12,0
104.131.144.31,malicious,55,13,0
104.131.144.32,malicious,60,8,0
104.131.144.34,malicious,62,6,0
104.131.144.35,malicious,63,6,0
104.131.144.37,malicious,62,6,0
104.131.144.38,malicious,62,7,0
104.131.144.40,malicious,64,3,0
104.131.144.41,malicious,62,6,1
104.131.144.7,malicious,56,11,0
104.131.144.8,malicious,57,12,0
104.131.144.9,malicious,61,6,0
104.131.166.163,malicious,0,0,0
104.131.181.99,malicious,62,5,2
104.131.182.169,malicious,55,0,0
104.131.182.231,malicious,0,0,0
104.131.182.98,malicious,58,11,1
104.131.2.7,malicious,64,2,0
104.131.64.252,malicious,63,3,0
104.131.68.226,malicious,0,0,0
104.131.70.105,malicious,0,0,0
104.131.85.173,malicious,54,16,0
104.137.195.82,malicious,57,9,0
104.149.245.68,malicious,63,4,1
104.152.52.100,malicious,61,5,1
104.152.52.103,malicious,59,7,1
104.152.52.105,malicious,60,6,0
104.152.52.106,malicious,62,6,1
104.152.52.109,malicious,59,7,1
104.152.52.110,malicious,55,10,2
104.152.52.114,malicious,61,5,1
104.152.52.118,malicious,60,5,2
104.152.52.119,malicious,61,4,2
104.152.52.123,malicious,54,13,2
104.152.52.130,malicious,59,7,2
104.152.52.132,malicious,62,6,0
104.152.52.144,malicious,56,12,1
104.152.52.147,malicious,61,5,2
104.152.52.150,malicious,54,13,1
104.152.52.152,malicious,54,12,0
104.152.52.155,malicious,57,9,0
104.152.52.156,malicious,58,9,0
104.152.52.159,malicious,58,8,0
104.152.52.160,malicious,59,8,0
104.152.52.161,malicious,56,10,1
104.152.52.162,malicious,59,9,0
104.152.52.181,malicious,62,3,1
104.152.52.186,malicious,60,5,2
104.152.52.191,malicious,56,9,2
104.152.52.196,malicious,59,6,1
104.152.52.200,malicious,54,13,1
104.152.52.201,malicious,57,11,0
104.152.52.203,malicious,55,12,0
104.152.52.205,malicious,56,11,0
104.152.52.207,malicious,56,11,0
104.152.52.208,malicious,55,13,0
104.152.52.211,malicious,57,9,0
104.152.52.212,malicious,55,13,1
104.152.52.213,malicious,56,12,2
104.152.52.216,malicious,54,13,0
104.152.52.222,malicious,57,10,1
104.152.52.226,malicious,55,11,0
104.152.52.232,malicious,55,11,1
104.152.52.236,malicious,55,11,0
104.152.52.237,malicious,54,13,0
104.152.52.240,malicious,55,12,1
104.152.52.243,malicious,56,10,0
104.152.52.86,malicious,53,13,2
104.152.52.89,malicious,54,13,1
104.152.52.90,malicious,54,12,2
104.152.52.91,malicious,61,4,2
104.152.52.92,malicious,60,6,2
104.152.52.96,malicious,56,9,1
104.152.52.97,malicious,57,11,0
104.154.198.234,malicious,0,0,0
104.154.212.33,malicious,0,0,0
104.154.35.111,malicious,0,0,0
104.154.42.131,malicious,1,0,0
104.154.53.56,malicious,0,0,0
104.155.16.179,malicious,0,0,0
104.155.24.219,malicious,64,1,0
104.156.155.36,malicious,54,15,0
104.156.155.5,malicious,55,13,0
104.156.155.7,malicious,57,9,1
104.156.227.90,malicious,62,2,0
104.166.196.139,malicious,62,7,1
104.167.221.126,malicious,57,10,0
104.168.68.198,malicious,61,5,0
104.168.87.98,malicious,65,3,1
104.168.96.242,malicious,59,9,0
104.172.126.251,malicious,61,4,1
104.175.17.241,malicious,53,14,1
104.193.52.120,malicious,60,5,3
104.194.250.202,malicious,58,8,0
104.194.250.211,malicious,61,6,1
104.196.250.255,malicious,0,0,0
104.198.0.193,malicious,0,0,0
104.198.124.130,malicious,63,2,0
104.198.62.127,malicious,0,0,0
104.199.159.129,malicious,64,1,0
104.199.162.130,malicious,65,1,0
104.199.172.255,malicious,0,0,0
104.199.187.108,malicious,0,0,0
104.199.244.71,malicious,65,1,0
104.199.35.118,malicious,0,0,0
104.199.75.43,malicious,0,0,0
104.211.141.110,malicious,59,6,1
104.211.202.94,malicious,62,3,1
104.236.127.88,malicious,66,1,0
104.236.128.10,malicious,60,8,0
104.236.128.13,malicious,61,6,0
104.236.128.22,malicious,57,11,0
104.236.128.26,malicious,56,12,0
104.236.128.33,malicious,56,13,0
104.236.128.34,malicious,60,8,0
104.236.128.35,malicious,62,6,0
104.236.128.39,malicious,62,8,0
104.236.128.46,malicious,60,9,0
104.236.128.7,malicious,58,9,0
104.236.192.45,malicious,64,5,1
104.236.194.248,malicious,63,6,1
104.236.196.105,malicious,0,0,0
104.236.215.64,malicious,63,4,1
104.236.65.70,malicious,0,0,0
104.236.83.197,malicious,64,3,0
104.237.134.95,malicious,0,0,0
104.237.156.209,malicious,61,6,0
104.237.234.21,malicious,0,0,0
104.237.240.112,malicious,63,4,0
104.243.225.194,malicious,61,5,1
104.243.40.91,malicious,47,0,0
104.243.43.65,malicious,66,1,0
104.248.0.162,malicious,0,0,0
104.248.0.251,malicious,65,3,0
104.248.129.104,malicious,58,10,0
104.248.130.34,malicious,58,12,2
104.248.132.17,malicious,0,0,0
104.248.137.169,malicious,62,6,1
104.248.14.32,malicious,65,0,0
104.248.143.84,malicious,59,9,0
104.248.156.242,malicious,63,4,1
104.248.157.196,malicious,58,8,1
104.248.171.151,malicious,62,8,1
104.248.174.27,malicious,65,2,0
104.248.176.241,malicious,0,0,0
104.248.176.242,malicious,0,0,0
104.248.176.7,malicious,0,0,0
104.248.191.5,malicious,64,1,0
104.248.194.172,malicious,61,6,1
104.248.223.182,malicious,64,1,0
104.248.224.75,malicious,0,0,0
104.248.229.49,malicious,55,15,0
104.248.56.108,malicious,66,1,1
104.248.79.137,malicious,0,0,0
104.248.8.202,malicious,0,0,0
104.248.87.88,malicious,0,0,0
104.32.116.158,malicious,0,0,0
104.35.125.223,malicious,65,0,0
104.37.79.22,malicious,63,4,1
104.41.221.223,malicious,0,0,0
105.155.146.55,malicious,0,0,0
105.155.235.234,malicious,0,0,0
105.157.178.153,malicious,0,0,0
105.159.216.155,malicious,0,0,0
105.22.37.86,malicious,59,6,1
105.235.66.91,malicious,60,4,2
105.96.24.164,malicious,62,5,0
105.96.45.159,malicious,59,5,2
106.1.229.68,malicious,60,5,1
106.1.48.138,malicious,64,1,0
106.105.223.219,malicious,62,6,0
106.107.190.22,malicious,58,9,0
106.110.218.171,malicious,62,5,1
106.110.254.231,malicious,0,0,0
106.111.48.244,malicious,64,1,0
106.119.53.22,malicious,0,0,0
106.120.107.149,malicious,59,6,2
106.120.42.242,malicious,60,4,1
106.120.43.108,malicious,61,4,1
106.120.62.164,malicious,64,1,0
106.12.108.76,malicious,59,5,2
106.12.152.7,malicious,57,8,1
106.12.165.114,malicious,59,9,1
106.12.171.222,malicious,0,0,0
106.12.252.5,malicious,59,6,2
106.13.100.5,malicious,63,3,2
106.13.193.22,malicious,62,4,2
106.13.210.1,malicious,60,5,3
106.14.115.87,malicious,63,1,1
106.14.126.252,malicious,58,5,3
106.14.132.161,malicious,62,4,2
106.14.188.221,malicious,60,5,1
106.14.189.217,malicious,62,4,3
106.14.20.240,malicious,59,6,2
106.14.219.103,malicious,65,2,0
106.14.33.148,malicious,62,3,2
106.14.58.100,malicious,60,5,2
106.15.11.27,malicious,63,2,0
106.15.181.77,malicious,59,6,1
106.15.188.180,malicious,61,7,1
106.15.188.48,malicious,58,5,3
106.15.207.215,malicious,0,0,0
106.15.40.186,malicious,0,0,0
106.15.42.62,malicious,59,5,2
106.15.44.72,malicious,60,6,1
106.15.77.74,malicious,62,5,1
106.225.157.177,malicious,64,2,0
106.225.197.209,malicious,62,5,1
106.227.14.70,malicious,58,9,0
106.241.198.138,malicious,58,7,2
106.242.178.133,malicious,53,12,1
106.243.220.76,malicious,0,0,0
106.245.253.150,malicious,63,3,1
106.247.13.5,malicious,63,2,2
106.247.184.185,malicious,63,2,1
106.37.178.165,malicious,61,4,0
106.37.240.18,malicious,59,6,1
106.37.72.43,malicious,52,15,1
106.37.75.43,malicious,53,14,3
106.38.99.138,malicious,63,2,0
106.39.1.69,malicious,55,10,2
106.39.231.119,malicious,55,10,0
106.39.97.163,malicious,62,3,2
106.41.138.182,malicious,0,0,0
106.41.47.234,malicious,61,8,0
106.41.82.25,malicious,65,2,0
106.52.110.72,malicious,0,0,0
106.52.236.139,malicious,61,5,0
106.52.237.227,malicious,60,4,1
106.52.93.152,malicious,62,4,1
106.53.132.20,malicious,60,5,2
106.53.148.82,malicious,56,10,1
106.54.130.176,malicious,64,2,0
106.54.214.149,malicious,0,0,0
106.54.227.135,malicious,59,10,0
106.55.160.215,malicious,61,5,2
106.55.165.3,malicious,59,6,1
106.55.180.225,malicious,64,3,0
106.55.227.233,malicious,64,1,0
106.56.148.7,malicious,0,0,0
106.58.222.2,malicious,60,5,2
106.59.134.202,malicious,64,2,0
106.75.132.165,malicious,66,2,0
106.75.133.41,malicious,63,4,0
106.75.133.97,malicious,62,5,0
106.75.135.194,malicious,61,6,0
106.75.136.182,malicious,63,4,1
106.75.136.229,malicious,64,3,1
106.75.136.254,malicious,62,6,1
106.75.137.102,malicious,64,3,1
106.75.137.77,malicious,63,4,0
106.75.138.54,malicious,63,4,1
106.75.140.3,malicious,63,2,2
106.75.141.98,malicious,63,4,1
106.75.144.111,malicious,63,4,1
106.75.144.147,malicious,64,4,0
106.75.144.35,malicious,63,4,1
106.75.145.203,malicious,63,4,1
106.75.145.253,malicious,63,3,1
106.75.147.217,malicious,64,3,1
106.75.154.210,malicious,64,3,1
106.75.156.223,malicious,61,5,2
106.75.164.192,malicious,64,3,1
106.75.167.160,malicious,64,3,1
106.75.168.180,malicious,63,4,0
106.75.168.40,malicious,62,5,2
106.75.171.61,malicious,59,6,2
106.75.173.39,malicious,66,1,1
106.75.174.129,malicious,63,3,0
106.75.175.239,malicious,63,4,1
106.75.177.212,malicious,64,3,1
106.75.177.50,malicious,61,6,1
106.75.178.7,malicious,59,6,2
106.75.184.235,malicious,63,4,1
106.75.189.87,malicious,63,3,1
106.75.191.116,malicious,63,4,1
106.75.62.25,malicious,62,4,1
106.75.77.11,malicious,57,10,1
106.75.77.199,malicious,63,4,0
106.9.32.14,malicious,62,4,1
106.91.66.222,malicious,62,1,0
107.131.243.241,malicious,62,1,1
107.144.50.222,malicious,65,0,0
107.148.49.243,malicious,0,0,0
107.151.144.80,malicious,62,3,0
107.151.182.46,malicious,62,4,1
107.151.182.50,malicious,63,3,1
107.151.243.89,malicious,0,0,0
107.152.33.91,malicious,61,3,1
107.170.118.81,malicious,56,12,1
107.170.192.20,malicious,60,8,0
107.170.192.25,malicious,56,14,0
107.170.192.29,malicious,57,11,0
107.170.192.30,malicious,58,12,0
107.170.192.31,malicious,63,5,0
107.170.192.32,malicious,63,6,0
107.170.192.33,malicious,60,10,0
107.170.192.8,malicious,64,4,0
107.170.20.63,malicious,63,3,0
107.170.208.18,malicious,60,8,0
107.170.208.19,malicious,61,9,0
107.170.208.22,malicious,59,9,0
107.170.208.23,malicious,65,4,0
107.170.208.28,malicious,61,8,0
107.170.208.29,malicious,63,6,1
107.170.208.31,malicious,60,9,0
107.170.208.32,malicious,63,6,0
107.170.208.35,malicious,62,6,0
107.170.208.36,malicious,62,6,0
107.170.208.37,malicious,62,6,0
107.170.208.38,malicious,63,6,0
107.170.208.39,malicious,62,6,0
107.170.208.4,malicious,65,4,0
107.170.208.42,malicious,62,5,0
107.170.208.5,malicious,62,6,0
107.170.224.11,malicious,59,11,0
107.170.224.12,malicious,64,5,0
107.170.224.13,malicious,64,5,0
107.170.224.30,malicious,58,10,0
107.170.224.33,malicious,62,8,0
107.170.224.38,malicious,58,13,0
107.170.224.58,malicious,60,9,0
107.170.224.62,malicious,62,6,0
107.170.225.14,malicious,61,8,0
107.170.225.15,malicious,62,6,0
107.170.225.17,malicious,59,10,0
107.170.225.18,malicious,57,11,0
107.170.225.19,malicious,62,6,0
107.170.225.22,malicious,59,10,0
107.170.225.23,malicious,60,10,0
107.170.225.25,malicious,63,6,1
107.170.226.21,malicious,58,10,0
107.170.226.22,malicious,58,10,0
107.170.226.29,malicious,60,9,0
107.170.226.30,malicious,61,8,0
107.170.226.36,malicious,63,6,0
107.170.226.7,malicious,59,9,0
107.170.227.12,malicious,63,5,0
107.170.227.14,malicious,65,4,0
107.170.227.15,malicious,61,7,0
107.170.227.19,malicious,59,9,0
107.170.227.21,malicious,62,5,0
107.170.227.23,malicious,62,6,1
107.170.227.24,malicious,58,9,0
107.170.227.25,malicious,62,6,0
107.170.227.26,malicious,65,4,0
107.170.227.4,malicious,62,6,0
107.170.228.17,malicious,59,8,1
107.170.228.37,malicious,56,13,0
107.170.228.41,malicious,59,9,0
107.170.228.43,malicious,63,7,0
107.170.228.45,malicious,58,12,1
107.170.228.46,malicious,56,12,0
107.170.228.50,malicious,61,6,0
107.170.229.18,malicious,64,4,0
107.170.229.43,malicious,59,9,0
107.170.229.45,malicious,61,8,0
107.170.229.46,malicious,60,9,0
107.170.229.48,malicious,59,9,0
107.170.229.49,malicious,60,8,0
107.170.229.5,malicious,61,6,0
107.170.229.62,malicious,61,7,0
107.170.229.63,malicious,63,5,0
107.170.230.21,malicious,60,8,0
107.170.230.22,malicious,58,11,0
107.170.230.25,malicious,64,5,0
107.170.230.26,malicious,61,8,0
107.170.230.27,malicious,60,9,0
107.170.230.31,malicious,61,8,0
107.170.230.33,malicious,61,8,0
107.170.230.37,malicious,63,5,0
107.170.230.38,malicious,63,4,0
107.170.231.10,malicious,57,10,0
107.170.231.23,malicious,60,10,0
107.170.231.30,malicious,62,6,0
107.170.231.31,malicious,59,9,0
107.170.231.40,malicious,60,9,0
107.170.231.41,malicious,65,4,0
107.170.231.42,malicious,62,5,0
107.170.231.45,malicious,63,6,0
107.170.231.47,malicious,63,4,0
107.170.231.5,malicious,63,5,0
107.170.231.6,malicious,65,4,0
107.170.231.8,malicious,62,7,0
107.170.231.9,malicious,56,13,0
107.170.232.14,malicious,58,9,1
107.170.232.15,malicious,63,5,0
107.170.232.19,malicious,65,5,0
107.170.232.21,malicious,57,11,0
107.170.232.38,malicious,58,11,0
107.170.232.47,malicious,59,9,0
107.170.232.49,malicious,59,12,1
107.170.232.50,malicious,60,9,1
107.170.232.53,malicious,62,6,0
107.170.232.56,malicious,60,9,0
107.170.232.57,malicious,59,9,0
107.170.232.58,malicious,59,10,0
107.170.232.59,malicious,57,13,0
107.170.232.8,malicious,62,5,0
107.170.233.10,malicious,57,9,1
107.170.233.12,malicious,62,6,0
107.170.233.14,malicious,58,10,0
107.170.233.16,malicious,59,10,0
107.170.233.41,malicious,57,12,0
107.170.233.42,malicious,54,15,0
107.170.234.13,malicious,58,10,0
107.170.234.16,malicious,62,6,0
107.170.234.17,malicious,59,9,0
107.170.234.27,malicious,55,13,0
107.170.234.29,malicious,60,8,0
107.170.234.30,malicious,57,12,0
107.170.234.40,malicious,56,12,0
107.170.234.42,malicious,62,6,0
107.170.234.43,malicious,64,5,0
107.170.234.6,malicious,62,6,0
107.170.235.10,malicious,65,5,0
107.170.235.17,malicious,64,4,0
107.170.235.19,malicious,59,10,0
107.170.235.23,malicious,58,10,0
107.170.235.27,malicious,64,6,0
107.170.235.34,malicious,60,8,0
107.170.235.35,malicious,63,6,0
107.170.235.37,malicious,61,8,0
107.170.235.38,malicious,62,7,0
107.170.236.22,malicious,64,4,0
107.170.236.26,malicious,57,11,0
107.170.236.28,malicious,58,11,0
107.170.236.31,malicious,63,5,0
107.170.236.32,malicious,62,6,0
107.170.236.33,malicious,61,8,0
107.170.236.35,malicious,63,6,0
107.170.236.38,malicious,64,5,0
107.170.236.41,malicious,56,11,1
107.170.236.5,malicious,59,12,0
107.170.236.6,malicious,55,14,0
107.170.237.13,malicious,65,3,0
107.170.237.15,malicious,63,5,0
107.170.237.17,malicious,56,12,0
107.170.237.50,malicious,56,12,1
107.170.237.54,malicious,63,7,0
107.170.237.59,malicious,57,13,0
107.170.237.71,malicious,58,11,0
107.170.237.73,malicious,60,9,0
107.170.237.74,malicious,60,8,0
107.170.237.75,malicious,63,6,0
107.170.238.10,malicious,57,12,0
107.170.238.38,malicious,58,11,0
107.170.238.40,malicious,63,6,0
107.170.238.41,malicious,61,8,0
107.170.238.43,malicious,61,9,0
107.170.238.46,malicious,60,9,0
107.170.238.48,malicious,60,8,0
107.170.238.49,malicious,60,9,0
107.170.238.50,malicious,63,6,0
107.170.239.17,malicious,63,5,1
107.170.239.20,malicious,65,4,1
107.170.239.21,malicious,64,5,0
107.170.239.28,malicious,59,10,0
107.170.239.33,malicious,61,8,0
107.170.239.34,malicious,57,11,0
107.170.239.38,malicious,60,8,0
107.170.239.39,malicious,56,13,0
107.170.239.4,malicious,56,13,0
107.170.239.40,malicious,62,7,0
107.170.239.48,malicious,61,8,0
107.170.239.49,malicious,61,9,0
107.170.240.15,malicious,56,11,0
107.170.240.16,malicious,59,9,0
107.170.240.17,malicious,64,5,0
107.170.240.20,malicious,59,9,0
107.170.240.21,malicious,59,9,0
107.170.240.23,malicious,61,6,0
107.170.240.25,malicious,58,9,0
107.170.240.30,malicious,57,12,0
107.170.240.31,malicious,58,12,0
107.170.240.34,malicious,60,9,0
107.170.240.35,malicious,57,12,0
107.170.240.39,malicious,59,10,0
107.170.240.42,malicious,61,7,0
107.170.240.44,malicious,60,9,0
107.170.240.46,malicious,63,7,0
107.170.240.49,malicious,62,6,0
107.170.240.50,malicious,65,4,0
107.170.240.57,malicious,57,13,0
107.170.240.58,malicious,64,5,0
107.170.240.59,malicious,60,9,0
107.170.240.9,malicious,57,10,0
107.170.241.11,malicious,62,6,0
107.170.241.13,malicious,55,13,1
107.170.241.18,malicious,58,10,0
107.170.241.19,malicious,62,6,0
107.170.241.20,malicious,58,10,0
107.170.241.22,malicious,63,4,1
107.170.241.46,malicious,63,6,0
107.170.241.5,malicious,55,12,0
107.170.241.6,malicious,55,14,0
107.170.241.7,malicious,62,6,0
107.170.241.8,malicious,58,10,0
107.170.242.11,malicious,57,11,1
107.170.242.12,malicious,56,13,0
107.170.242.13,malicious,62,6,0
107.170.242.14,malicious,60,8,0
107.170.242.19,malicious,62,4,1
107.170.243.28,malicious,57,13,0
107.170.243.29,malicious,60,10,0
107.170.243.32,malicious,62,6,0
107.170.243.33,malicious,62,7,0
107.170.243.44,malicious,60,8,0
107.170.243.8,malicious,59,10,0
107.170.244.10,malicious,65,4,1
107.170.244.13,malicious,63,5,0
107.170.244.23,malicious,64,5,0
107.170.244.26,malicious,62,6,0
107.170.244.27,malicious,63,6,0
107.170.244.29,malicious,61,8,0
107.170.244.30,malicious,64,6,0
107.170.244.31,malicious,59,12,0
107.170.245.10,malicious,62,6,0
107.170.245.12,malicious,56,12,0
107.170.245.26,malicious,64,6,0
107.170.245.28,malicious,63,6,0
107.170.245.32,malicious,64,4,0
107.170.245.35,malicious,63,5,0
107.170.245.37,malicious,61,6,1
107.170.245.39,malicious,62,6,0
107.170.245.4,malicious,58,9,0
107.170.245.5,malicious,60,9,0
107.170.245.8,malicious,65,4,0
107.170.245.9,malicious,64,5,0
107.170.246.16,malicious,63,5,0
107.170.246.19,malicious,64,5,0
107.170.246.21,malicious,63,6,0
107.170.246.29,malicious,63,6,0
107.170.246.30,malicious,58,13,0
107.170.246.35,malicious,57,12,0
107.170.246.36,malicious,60,9,0
107.170.246.40,malicious,64,6,0
107.170.246.44,malicious,58,10,0
107.170.246.45,malicious,60,8,1
107.170.246.46,malicious,62,6,0
107.170.247.13,malicious,60,8,0
107.170.247.15,malicious,60,9,0
107.170.247.16,malicious,56,11,1
107.170.247.22,malicious,59,8,0
107.170.247.28,malicious,62,7,0
107.170.247.34,malicious,61,8,0
107.170.247.35,malicious,57,11,0
107.170.247.36,malicious,58,11,0
107.170.247.37,malicious,63,6,0
107.170.247.39,malicious,60,9,0
107.170.247.40,malicious,60,9,0
107.170.247.42,malicious,59,8,0
107.170.247.43,malicious,62,6,0
107.170.247.44,malicious,60,9,0
107.170.247.45,malicious,62,6,0
107.170.247.46,malicious,61,7,0
107.170.247.47,malicious,63,4,0
107.170.248.13,malicious,61,8,0
107.170.248.15,malicious,59,9,0
107.170.248.16,malicious,56,12,0
107.170.248.21,malicious,58,12,0
107.170.248.23,malicious,59,10,0
107.170.248.34,malicious,60,9,0
107.170.248.42,malicious,57,11,0
107.170.248.43,malicious,59,9,0
107.170.248.44,malicious,58,11,0
107.170.248.45,malicious,60,8,1
107.170.248.46,malicious,59,10,0
107.170.248.6,malicious,58,11,0
107.170.249.12,malicious,59,10,0
107.170.249.15,malicious,61,6,0
107.170.249.19,malicious,58,9,0
107.170.249.30,malicious,62,6,0
107.170.249.41,malicious,58,12,1
107.170.249.7,malicious,59,9,0
107.170.250.10,malicious,60,7,0
107.170.250.29,malicious,61,7,0
107.170.250.36,malicious,62,7,0
107.170.250.38,malicious,66,4,0
107.170.251.12,malicious,58,11,0
107.170.251.21,malicious,59,9,0
107.170.251.22,malicious,63,5,0
107.170.251.23,malicious,63,5,0
107.170.251.38,malicious,63,6,1
107.170.251.41,malicious,65,4,1
107.170.251.42,malicious,65,4,0
107.170.251.7,malicious,63,6,0
107.170.252.15,malicious,63,5,0
107.170.252.16,malicious,61,6,0
107.170.252.18,malicious,60,8,0
107.170.252.35,malicious,62,7,0
107.170.252.38,malicious,62,7,0
107.170.252.41,malicious,57,11,0
107.170.252.43,malicious,61,8,0
107.170.252.44,malicious,63,6,0
107.170.252.45,malicious,62,6,0
107.170.252.46,malicious,62,6,0
107.170.252.47,malicious,65,4,0
107.170.252.49,malicious,65,4,1
107.170.252.50,malicious,64,4,0
107.170.252.53,malicious,61,7,0
107.170.252.55,malicious,60,8,0
107.170.252.56,malicious,60,10,0
107.170.252.58,malicious,63,6,0
107.170.252.60,malicious,62,7,0
107.170.252.61,malicious,62,6,0
107.170.252.62,malicious,62,6,0
107.170.252.63,malicious,61,9,1
107.170.252.64,malicious,64,5,1
107.170.252.67,malicious,61,8,0
107.170.252.68,malicious,66,3,0
107.170.253.14,malicious,62,7,0
107.170.253.28,malicious,57,12,0
107.170.253.35,malicious,60,10,0
107.170.253.36,malicious,58,13,0
107.170.253.37,malicious,57,12,0
107.170.253.38,malicious,62,5,0
107.170.254.16,malicious,63,5,1
107.170.254.17,malicious,64,5,0
107.170.254.20,malicious,66,3,0
107.170.254.23,malicious,63,6,0
107.170.254.24,malicious,66,3,0
107.170.254.26,malicious,62,6,0
107.170.254.27,malicious,60,8,0
107.170.254.28,malicious,65,4,1
107.170.254.29,malicious,61,8,0
107.170.254.30,malicious,62,5,0
107.170.254.31,malicious,62,6,0
107.170.254.6,malicious,60,8,1
107.170.254.8,malicious,61,8,0
107.170.254.9,malicious,60,8,0
107.170.255.12,malicious,58,9,0
107.170.255.16,malicious,61,8,0
107.170.255.20,malicious,57,11,0
107.170.255.21,malicious,60,8,0
107.170.255.24,malicious,65,5,1
107.170.255.29,malicious,58,8,0
107.170.255.30,malicious,67,2,0
107.170.255.35,malicious,64,5,0
107.170.255.4,malicious,56,12,0
107.170.255.7,malicious,63,6,0
107.170.90.70,malicious,62,5,1
107.172.102.27,malicious,65,2,1
107.172.142.182,malicious,65,2,0
107.172.143.146,malicious,63,4,1
107.172.80.130,malicious,59,6,1
107.173.114.222,malicious,63,3,1
107.173.219.152,malicious,60,6,0
107.174.252.242,malicious,63,3,0
107.174.88.250,malicious,65,2,1
107.175.21.6,malicious,53,14,1
107.175.79.85,malicious,61,3,2
107.184.198.87,malicious,59,8,1
107.189.12.85,malicious,55,14,1
107.191.39.175,malicious,0,0,0
107.192.108.151,malicious,57,10,2
107.198.183.238,malicious,56,8,2
107.23.10.93,malicious,0,0,0
107.6.112.252,malicious,52,16,0
108.1.155.14,malicious,0,0,0
108.165.46.138,malicious,61,6,1
108.165.46.142,malicious,63,4,2
108.165.46.194,malicious,61,6,1
108.181.125.178,malicious,63,4,2
108.181.48.249,malicious,0,0,0
108.184.14.92,malicious,61,4,2
108.191.124.27,malicious,58,6,1
108.21.89.29,malicious,62,4,0
108.214.44.166,malicious,63,1,0
108.220.101.181,malicious,62,2,2
108.29.58.17,malicious,63,2,0
108.30.132.95,malicious,59,8,2
108.34.243.203,malicious,61,4,1
108.41.240.224,malicious,62,4,0
108.5.237.114,malicious,64,2,0
108.52.24.16,malicious,60,8,2
108.54.102.254,malicious,64,1,0
108.54.65.170,malicious,63,1,0
108.6.229.188,malicious,0,0,0
108.6.44.198,malicious,57,12,0
108.61.119.58,malicious,0,0,0
109.107.241.125,malicious,59,6,1
109.116.144.181,malicious,64,3,1
109.122.193.59,malicious,60,5,2
109.123.233.136,malicious,63,4,1
109.123.234.130,malicious,60,6,0
109.123.244.23,malicious,61,4,1
109.123.251.132,malicious,64,3,0
109.126.53.51,malicious,63,2,1
109.132.69.215,malicious,59,6,2
109.146.81.127,malicious,0,0,0
109.147.45.43,malicious,0,0,0
109.157.21.195,malicious,0,0,0
109.167.215.132,malicious,63,1,0
109.174.62.79,malicious,59,6,1
109.186.10.218,malicious,0,0,0
109.194.65.212,malicious,62,4,1
109.194.78.140,malicious,61,6,1
109.195.18.37,malicious,62,4,1
109.195.82.21,malicious,59,7,0
109.196.64.159,malicious,63,0,0
109.199.142.119,malicious,0,0,0
109.205.183.109,malicious,57,11,0
109.205.213.12,malicious,56,11,1
109.205.213.150,malicious,64,4,1
109.205.213.190,malicious,63,3,1
109.205.213.34,malicious,55,11,0
109.205.213.90,malicious,63,4,0
109.205.213.94,malicious,62,5,0
109.210.140.105,malicious,0,0,0
